答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
59,,2,3,福建省,福州市,闽清县,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:42:32,2023-04-13 17:46:59,4分27秒,福建省,,112.51.240.24,Chrome 107.0.5304.141,Android Linux 12
60,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:54:42,2023-04-13 17:56:18,1分36秒,福建省,福州市,120.40.95.166,Unknown Browser,iPhone iOS 15.4.1
61,,2,2,重庆市,重庆城区,九龙坡区,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,4.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,,3.0,3.0,1.0,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:54:42,2023-04-13 17:58:01,3分19秒,重庆市,重庆市,223.104.251.26,Chrome 107.0.5304.141,Android Linux 10
62,,2,2,福建省,福州市,仓山区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,3.0,3.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,1.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:04:44,2023-04-13 18:08:04,3分20秒,福建省,福州市,59.61.124.138,Chrome 86.0.4240.99,Android Linux 12
64,,1,1,福建省,福州市,马尾区,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:12:58,2023-04-13 18:14:50,1分52秒,福建省,福州市,106.122.42.229,Unknown Browser,iPhone iOS 16.4.1
65,,2,2,福建省,漳州市,漳浦县,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,,2.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:20:24,2023-04-13 18:23:59,3分35秒,福建省,福州市,112.49.87.103,Unknown Browser,iPhone iOS 16.0.3
66,,2,2,云南省,丽江市,古城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:22:35,2023-04-13 18:24:19,1分44秒,福建省,厦门市,140.243.231.172,Chrome 86.0.4240.99,Android Linux 10
67,,2,2,江苏省,南京市,江宁区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,,3.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:21:53,2023-04-13 18:25:23,3分30秒,江苏省,南京市,223.104.150.71,Chrome 107.0.5304.141,Android Linux 12
68,,2,2,福建省,漳州市,云霄县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,4.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:21:54,2023-04-13 18:25:36,3分42秒,福建省,福州市,117.136.75.218,Chrome 107.0.5304.141,Android Linux 12
69,,1,2,福建省,莆田市,城厢区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:28:34,2023-04-13 18:29:24,0分50秒,浙江省,杭州市,124.160.220.174,Chrome 107.0.5304.141,Android Linux 12
70,,2,5,福建省,三明市,沙县区,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:39:07,2023-04-13 18:42:27,3分20秒,福建省,三明市,27.157.189.83,Chrome 107.0.5304.141,Android Linux 10
72,,2,2,湖南省,衡阳市,蒸湘区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,高中生物课,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,,2.0,4.0,3.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:52:55,2023-04-13 18:56:37,3分42秒,福建省,福州市,59.61.125.63,Chrome 98.0.4758.102,Android Linux 13
73,,2,2,浙江省,杭州市,西湖区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,4.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,,2.0,4.0,1.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 18:53:18,2023-04-13 18:57:53,4分35秒,浙江省,,112.17.240.243,Chrome 98.0.4758.102,Android Linux 10
74,,1,2,河北省,保定市,莲池区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,2.0,4.0,3.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 19:01:58,2023-04-13 19:04:41,2分43秒,河北省,石家庄市,27.128.6.133,Chrome 107.0.5304.141,Android Linux 13
75,,2,2,浙江省,舟山市,定海区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 19:04:40,2023-04-13 19:05:53,1分13秒,浙江省,杭州市,183.137.160.28,Unknown Browser,iPhone iOS 15.5
76,,1,2,北京市,北京城区,朝阳区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 19:09:26,2023-04-13 19:10:37,1分11秒,北京市,北京市,124.126.96.210,Chrome 107.0.5304.141,Android Linux 11
77,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,,4.0,5.0,1.0,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 19:15:38,2023-04-13 19:19:50,4分12秒,福建省,,223.104.51.42,Chrome 98.0.4758.102,Android Linux 12
78,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,5.0,5.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,,2.0,4.0,1.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 19:25:24,2023-04-13 19:28:03,2分39秒,福建省,福州市,27.149.101.178,Chrome 98.0.4758.102,Android Linux 13
79,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,,3.0,3.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 19:31:49,2023-04-13 19:34:40,2分51秒,福建省,福州市,112.111.55.40,Chrome 98.0.4758.102,Android Linux 10
80,,1,4,湖北省,恩施土家族苗族自治州,巴东县,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 20:51:00,2023-04-13 20:54:54,3分54秒,湖北省,,223.104.122.241,Chrome 86.0.4240.99,Android Linux 12
81,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,,3.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 21:50:19,2023-04-13 21:52:12,1分53秒,福建省,福州市,112.49.87.101,Chrome 107.0.5304.141,Android Linux 12
82,,2,2,福建省,福州市,仓山区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 22:58:16,2023-04-13 22:59:24,1分8秒,福建省,福州市,112.49.199.229,Unknown Browser,iPhone iOS 16.1.1
84,,1,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,2.0,4.0,4.0,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 23:46:06,2023-04-13 23:48:33,2分27秒,福建省,福州市,222.76.115.103,Unknown Browser,iPhone iOS 16.0
85,,1,2,福建省,莆田市,荔城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,,1.0,4.0,5.0,不了解,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 00:46:18,2023-04-14 00:51:22,5分4秒,福建省,厦门市,110.86.206.65,Chrome 107.0.5304.141,Android Linux 12
86,,2,2,山东省,威海市,环翠区,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,5.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,1.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 07:46:46,2023-04-14 07:51:59,5分13秒,山东省,威海市,112.6.224.42,Chrome 98.0.4758.102,Android Linux 12
87,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,老师科普过,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,5.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,,3.0,4.0,3.0,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 07:49:01,2023-04-14 07:54:44,5分43秒,福建省,,223.104.51.52,Chrome 98.0.4758.102,Android Linux 13
88,,1,2,福建省,莆田市,城厢区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 08:00:40,2023-04-14 08:02:11,1分31秒,福建省,厦门市,117.136.75.107,Chrome 98.0.4758.102,Android Linux 10
89,,2,2,福建省,泉州市,安溪县,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,4.0,4.0,5.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,3.0,,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 08:00:59,2023-04-14 08:03:18,2分19秒,福建省,泉州市,117.24.127.160,Chrome 86.0.4240.99,Android Linux 11
